split,label,class_name,output_path,source_path
train,1,dog,data\train\dog\dog_046.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\boxer_146.jpg
train,1,dog,data\train\dog\dog_047.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\english_cocker_spaniel_131.jpg
train,1,dog,data\train\dog\dog_048.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\pomeranian_156.jpg
train,1,dog,data\train\dog\dog_049.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\samoyed_178.jpg
train,1,dog,data\train\dog\dog_050.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\shiba_inu_113.jpg
train,1,dog,data\train\dog\dog_051.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\yorkshire_terrier_179.jpg
train,1,dog,data\train\dog\dog_052.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\german_shorthaired_105.jpg
train,1,dog,data\train\dog\dog_053.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\pug_117.jpg
train,1,dog,data\train\dog\dog_054.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\shiba_inu_12.jpg
train,1,dog,data\train\dog\dog_055.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\basset_hound_183.jpg
train,1,dog,data\train\dog\dog_056.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\german_shorthaired_11.jpg
train,1,dog,data\train\dog\dog_057.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\boxer_184.jpg
train,1,dog,data\train\dog\dog_058.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\pomeranian_149.jpg
train,1,dog,data\train\dog\dog_059.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\shiba_inu_108.jpg
train,1,dog,data\train\dog\dog_060.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\german_shorthaired_109.jpg
train,1,dog,data\train\dog\dog_061.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\american_bulldog_115.jpg
train,1,dog,data\train\dog\dog_062.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\boxer_119.jpg
train,1,dog,data\train\dog\dog_063.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\beagle_172.jpg
train,1,dog,data\train\dog\dog_064.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\american_pit_bull_terrier_138.jpg
train,1,dog,data\train\dog\dog_065.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\newfoundland_100.jpg
train,1,dog,data\train\dog\dog_066.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\havanese_108.jpg
train,1,dog,data\train\dog\dog_067.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\newfoundland_182.jpg
train,1,dog,data\train\dog\dog_068.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\pug_132.jpg
train,1,dog,data\train\dog\dog_069.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\havanese_189.jpg
train,1,dog,data\train\dog\dog_070.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\beagle_133.jpg
train,1,dog,data\train\dog\dog_071.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\newfoundland_10.jpg
train,1,dog,data\train\dog\dog_072.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\havanese_166.jpg
train,1,dog,data\train\dog\dog_073.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\wheaten_terrier_118.jpg
train,1,dog,data\train\dog\dog_074.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\pug_171.jpg
train,1,dog,data\train\dog\dog_075.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\havanese_171.jpg
train,1,dog,data\train\dog\dog_076.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\saint_bernard_132.jpg
train,1,dog,data\train\dog\dog_077.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\pomeranian_167.jpg
train,1,dog,data\train\dog\dog_078.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\shiba_inu_155.jpg
train,1,dog,data\train\dog\dog_079.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\pug_184.jpg
train,1,dog,data\train\dog\dog_080.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\yorkshire_terrier_127.jpg
train,1,dog,data\train\dog\dog_081.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\english_setter_163.jpg
train,1,dog,data\train\dog\dog_082.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\leonberger_179.jpg
train,1,dog,data\train\dog\dog_083.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\boxer_102.jpg
train,1,dog,data\train\dog\dog_084.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\samoyed_16.jpg
train,1,dog,data\train\dog\dog_085.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\scottish_terrier_128.jpg
train,1,dog,data\train\dog\dog_086.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\japanese_chin_168.jpg
train,1,dog,data\train\dog\dog_087.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\chihuahua_133.jpg
train,1,dog,data\train\dog\dog_088.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\english_setter_160.jpg
train,1,dog,data\train\dog\dog_089.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\american_pit_bull_terrier_159.jpg
train,1,dog,data\train\dog\dog_090.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\yorkshire_terrier_105.jpg
train,1,dog,data\train\dog\dog_091.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\chihuahua_152.jpg
train,1,dog,data\train\dog\dog_092.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\boxer_159.jpg
train,1,dog,data\train\dog\dog_093.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\samoyed_141.jpg
train,1,dog,data\train\dog\dog_094.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\chihuahua_126.jpg
train,1,dog,data\train\dog\dog_095.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\beagle_104.jpg
train,1,dog,data\train\dog\dog_096.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\basset_hound_168.jpg
train,1,dog,data\train\dog\dog_097.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\japanese_chin_155.jpg
train,1,dog,data\train\dog\dog_098.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\staffordshire_bull_terrier_131.jpg
train,1,dog,data\train\dog\dog_099.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\pug_119.jpg
train,1,dog,data\train\dog\dog_100.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\american_bulldog_171.jpg
train,1,dog,data\train\dog\dog_101.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\miniature_pinscher_154.jpg
train,1,dog,data\train\dog\dog_102.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\pomeranian_102.jpg
train,1,dog,data\train\dog\dog_103.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\basset_hound_167.jpg
train,1,dog,data\train\dog\dog_104.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\newfoundland_174.jpg
train,1,dog,data\train\dog\dog_105.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\basset_hound_131.jpg
train,1,dog,data\train\dog\dog_106.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\english_setter_102.jpg
train,1,dog,data\train\dog\dog_107.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\leonberger_122.jpg
train,1,dog,data\train\dog\dog_108.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\basset_hound_185.jpg
train,1,dog,data\train\dog\dog_109.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\english_cocker_spaniel_154.jpg
train,1,dog,data\train\dog\dog_110.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\english_setter_144.jpg
train,1,dog,data\train\dog\dog_111.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\keeshond_160.jpg
train,1,dog,data\train\dog\dog_112.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\chihuahua_120.jpg
train,1,dog,data\train\dog\dog_113.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\leonberger_184.jpg
train,1,dog,data\train\dog\dog_114.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\staffordshire_bull_terrier_165.jpg
train,1,dog,data\train\dog\dog_115.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\english_setter_151.jpg
train,1,dog,data\train\dog\dog_116.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\english_setter_112.jpg
train,1,dog,data\train\dog\dog_117.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\boxer_115.jpg
train,1,dog,data\train\dog\dog_118.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\keeshond_149.jpg
train,1,dog,data\train\dog\dog_119.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\staffordshire_bull_terrier_10.jpg
train,1,dog,data\train\dog\dog_120.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\basset_hound_105.jpg
test,0,cat,data\test\cat\cat_001.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Persian_99.jpg
test,0,cat,data\test\cat\cat_002.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Ragdoll_24.jpg
test,0,cat,data\test\cat\cat_003.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Maine_Coon_231.jpg
test,0,cat,data\test\cat\cat_004.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Abyssinian_22.jpg
test,0,cat,data\test\cat\cat_005.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Maine_Coon_98.jpg
test,1,dog,data\test\dog\dog_001.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\scottish_terrier_191.jpg
test,1,dog,data\test\dog\dog_002.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\pug_78.jpg
test,1,dog,data\test\dog\dog_003.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\shiba_inu_5.jpg
test,1,dog,data\test\dog\dog_004.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\miniature_pinscher_75.jpg
test,1,dog,data\test\dog\dog_005.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\basset_hound_95.jpg
